date;conteiner;kg;value_usd;country;english;macro_region;region;goods_type;name_en;all_country_borders_points
03.01.2018;0.0;1611000;565461;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
03.01.2018;0.0;1020000;389640;Венгрия;Hungary;Европа;Восточная Европа;сложные и комплексные;Hungary;[47.1652797826,19.4121477714]
03.01.2018;0.0;960000;343680;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
03.01.2018;0.0;512000;189440;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
03.01.2018;0.0;320000;118400;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
03.01.2018;0.0;256000;146176;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
03.01.2018;0.0;1599600;359910;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.01.2018;0.0;512000;120320;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.01.2018;0.0;3740000;878900;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.01.2018;0.0;408000;95880;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.01.2018;0.0;2380000;559300;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
04.01.2018;0.0;1011500;188994,65;Литва;Lithuania;Европа;Северная Европа;азотные;Lithuania;[55.347247978,23.8004638579]
04.01.2018;0.0;1020250;179773,32;Литва;Lithuania;Европа;Северная Европа;азотные;Lithuania;[55.347247978,23.8004638579]
04.01.2018;0.0;29792650;5814083,95;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
05.01.2018;1.0;2319850;610120,55;Вьетнам;Vietnam;Азия;Юго-Восточная Азия;сложные и комплексные;Vietnam;[9.58382510296,105.90742175]
05.01.2018;1.0;1082125;202277,88;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
05.01.2018;1.0;1591940;402760,82;Таиланд;Thailand;Азия;Юго-Восточная Азия;сложные и комплексные;Thailand;[14.1518739329,100.898116007]
05.01.2018;1.0;1646360;424760,88;Таиланд;Thailand;Азия;Юго-Восточная Азия;сложные и комплексные;Thailand;[14.1518739329,100.898116007]
05.01.2018;0.0;1674300;460412,41;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
05.01.2018;0.0;1446000;261726;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
05.01.2018;0.0;1309000;236929;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
05.01.2018;0.0;1318000;238558;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
05.01.2018;0.0;492300;92552,4;Мавритания;Mauritania;Африка;Западная Африка;азотные;Mauritania;[20.2380039848,-10.4533428423]
06.01.2018;0.0;2805000;984555;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
06.01.2018;0.0;195000;52272,51;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
08.01.2018;0.0;13459300;3397261,91;Камерун;Cameroon;Африка;Центральная Африка;азотные;Cameroon;[5.6574954749,12.6823205003]
09.01.2018;0.0;512000;147527,48;Румыния;Romania;Европа;Восточная Европа;сложные и комплексные;Romania;[45.810947616,25.0748052568]
09.01.2018;0.0;1344000;369600;Таджикистан;Tajikistan;Азия;Южная часть Центральной Азии;сложные и комплексные;Tajikistan;[38.4353032176,69.2884472]
09.01.2018;0.0;2494800;548856;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;15000000;4125000;Румыния;Romania;Европа;Восточная Европа;сложные и комплексные;Romania;[45.810947616,25.0748052568]
09.01.2018;0.0;2944000;706560;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
09.01.2018;0.0;384000;90240;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;3813800;858105;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;1840000;450800;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;1496000;351560;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;267600;62886;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;1672200;409689;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;1.0;2473820;388389,74;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
09.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
09.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
09.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
09.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
09.01.2018;1.0;20000;3000;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
09.01.2018;0.0;1302400;285225,6;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
09.01.2018;0.0;3871180;979408,54;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
09.01.2018;0.0;145000;30581,95;Парагвай;Paraguay;Америка;Южная Америка;азотные;Paraguay;[-21.7024661804,-60.545001375]
09.01.2018;0.0;5339400;1246276,26;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
09.01.2018;0.0;7797200;1858544,42;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
09.01.2018;0.0;4911000;1033531,11;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
09.01.2018;0.0;113563;27091,89;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
09.01.2018;1.0;40000;9440;Гана;Ghana;Африка;Западная Африка;азотные;Ghana;[7.83220853376,-1.19086744195]
09.01.2018;0.0;4747300;783304,5;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
09.01.2018;1.0;120000;28980;Япония;Japan;Азия;Восточная Азия;азотные;Japan;[34.7242241042,135.34160395]
09.01.2018;0.0;195000;52272,51;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
09.01.2018;0.0;390000;105013,02;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
09.01.2018;0.0;130000;35302,34;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
09.01.2018;0.0;544000;127840;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;1943600;437310;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;5121000;1203435;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;130000;29640;Колумбия;Colombia;Америка;Южная Америка;сложные и комплексные;Colombia;[4.14535034576,-73.256420264]
09.01.2018;0.0;256000;60160;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;40000;7019,42;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;899000;162719;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
09.01.2018;0.0;2170200;519496,27;Венгрия;Hungary;Европа;Восточная Европа;калийные;Hungary;[47.1652797826,19.4121477714]
10.01.2018;0.0;1483200;355968;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;6300000;1341900;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
10.01.2018;0.0;279000;62775;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;64500;14512,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;952000;223720;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;829500;186637,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;1536000;360960;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;1972000;370736;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;2040000;281520;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;20918;7179,2;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
10.01.2018;0.0;21012;7211,46;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
10.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
10.01.2018;0.0;283360;74240,32;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
10.01.2018;0.0;3815400;965296,2;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
10.01.2018;0.0;650000;137501,66;Перу;Peru;Америка;Южная Америка;азотные;Peru;[-10.2727258252,-76.154316298]
10.01.2018;0.0;3817700;656644,4;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
10.01.2018;0.0;9088754;2054058,4;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
10.01.2018;0.0;5500000;1463000;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
10.01.2018;0.0;2000000;440000;Испания;Spain;Европа;Южная Европа;сложные и комплексные;Spain;[40.3825385092,-3.52808401833]
10.01.2018;0.0;4756400;927498;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
10.01.2018;0.0;418560;78664,17;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
10.01.2018;0.0;130000;35002,72;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
10.01.2018;0.0;195000;52504,08;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
10.01.2018;0.0;4382500;1227100;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
10.01.2018;0.0;1292650;252066,75;Финляндия;Finland;Европа;Северная Европа;сложные и комплексные;Finland;[64.1287711419,25.7296255933]
10.01.2018;1.0;192000;123264;Израиль;Israel;Азия;Западная Азия;сложные и комплексные;Israel;[31.400520343,34.6743804]
10.01.2018;0.0;1944300;437467,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;5607000;1261575;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
10.01.2018;0.0;20983;7201,51;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
10.01.2018;1.0;476000;125188;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
10.01.2018;0.0;4000000;1008000;Испания;Spain;Европа;Южная Европа;сложные и комплексные;Spain;[40.3825385092,-3.52808401833]
10.01.2018;0.0;2250000;508500;Марокко;Morocco;Африка;Северная Африка;азотные;Morocco;[32.9384003259,-5.060030575]
10.01.2018;0.0;2250000;508500;Марокко;Morocco;Африка;Северная Африка;азотные;Morocco;[32.9384003259,-5.060030575]
11.01.2018;0.0;20000;4450;Словакия;Slovakia;Европа;Восточная Европа;азотные;Slovakia;[48.7075129022,19.4849072795]
11.01.2018;0.0;67450;18975,48;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;1.0;262357;82898,52;Греция;Greece;Европа;Южная Европа;калийные;Greece;[38.9407132047,22.734719316]
11.01.2018;0.0;1802800;405630;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;0.0;200;68,22;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
11.01.2018;1.0;996670;257140,86;Вьетнам;Vietnam;Азия;Юго-Восточная Азия;сложные и комплексные;Vietnam;[9.58382510296,105.90742175]
11.01.2018;0.0;1916000;450260;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;0.0;272000;63920;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;0.0;992180;212326,52;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
11.01.2018;0.0;20000;4450;Словакия;Slovakia;Европа;Восточная Европа;азотные;Slovakia;[48.7075129022,19.4849072795]
11.01.2018;0.0;4743400;782661;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
11.01.2018;1.0;140000;89880;Нидерланды;Netherlands;Европа;Западная Европа;сложные и комплексные;Netherlands;[52.3896339561,5.38202225095]
11.01.2018;0.0;485100;121275;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;0.0;20870;7150,14;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
11.01.2018;1.0;746,922;231,61;Кипр;Cyprus;Азия;Западная Азия;азотные;Cyprus;[35.1545839518,33.3681757606]
11.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
11.01.2018;0.0;64000;34304;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
11.01.2018;0.0;20874;7151,52;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
11.01.2018;0.0;270320;60281,36;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
11.01.2018;0.0;1152000;270720;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;1.0;104000;66768;Италия;Italy;Европа;Южная Европа;сложные и комплексные;Italy;[42.3180442119,12.8439211574]
11.01.2018;0.0;14270060;2240399,42;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
11.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
11.01.2018;0.0;86400;19183,5;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
11.01.2018;0.0;2581940;506060,24;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
11.01.2018;0.0;20886;7155,63;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
11.01.2018;0.0;329800;86996,5;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
11.01.2018;0.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
11.01.2018;0.0;50;100;Узбекистан;Uzbekistan;Азия;Южная часть Центральной Азии;калийные;Uzbekistan;[41.7694206128,63.1208967064]
11.01.2018;0.0;198600;46671;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
11.01.2018;0.0;130000;35067,2;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
11.01.2018;0.0;14000000;2198000;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
11.01.2018;0.0;1330000;466830;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
11.01.2018;0.0;65000;17501,1;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
11.01.2018;0.0;2184000;375648;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
11.01.2018;0.0;308000;68387,03;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
11.01.2018;1.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
11.01.2018;0.0;2026520;451913,96;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
11.01.2018;0.0;141000;44713,92;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
11.01.2018;0.0;132600;18517,75;Литва;Lithuania;Европа;Северная Европа;калийные;Lithuania;[55.347247978,23.8004638579]
11.01.2018;0.0;5634800;1432573,73;Ирландия;Ireland;Европа;Северная Европа;сложные и комплексные;Ireland;[53.1813224517,-8.34974637495]
12.01.2018;1.0;308000;197736;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;64000;34304;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
12.01.2018;0.0;512000;183296;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
12.01.2018;0.0;460300;115075;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
12.01.2018;0.0;1600000;414591,73;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
12.01.2018;0.0;13627230;2970736,14;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
12.01.2018;0.0;20847;7145,26;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
12.01.2018;0.0;20999;7197,36;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
12.01.2018;0.0;20901;7163,77;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
12.01.2018;0.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
12.01.2018;1.0;3297760;527641,6;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
12.01.2018;0.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
12.01.2018;0.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
12.01.2018;0.0;22000;3300;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
12.01.2018;0.0;995600;171243,2;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;3844000;661168;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;2628690;515223,24;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;493940;125460,76;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
12.01.2018;0.0;30503000;6533193,2;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;9471700;2537942,02;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
12.01.2018;1.0;539789;100322,75;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;814000;258135,68;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
12.01.2018;0.0;4742300;924748,5;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;199500;72817,5;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
12.01.2018;0.0;130000;35067,56;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
12.01.2018;1.0;84000;53928;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
12.01.2018;0.0;1738800;382536;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
12.01.2018;0.0;2021350;416398,1;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
12.01.2018;0.0;2041660;455290,18;Таиланд;Thailand;Азия;Юго-Восточная Азия;сложные и комплексные;Thailand;[14.1518739329,100.898116007]
12.01.2018;0.0;9484150;2530276,38;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
12.01.2018;0.0;2016000;758016;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
12.01.2018;0.0;966000;206276,29;Хорватия;Croatia;Европа;Южная Европа;калийные;Croatia;[44.7137941558,14.769678875]
12.01.2018;0.0;3256000;795570,17;Турция;Turkey;Азия;Западная Азия;азотные;Turkey;[39.1002805086,34.874882785]
14.01.2018;0.0;468700;35152,5;Польша;Poland;Европа;Восточная Европа;азотные;Poland;[52.208580543,19.3189525919]
14.01.2018;0.0;8787050;1821203,98;Нидерланды;Netherlands;Европа;Западная Европа;азотные;Netherlands;[52.3896339561,5.38202225095]
14.01.2018;0.0;5234250;922199,68;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
14.01.2018;0.0;27015000;5472674,93;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
14.01.2018;0.0;236000;83314,61;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
15.01.2018;1.0;24000;15408;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;0.0;64000;36544;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
15.01.2018;0.0;1540000;540540;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;1.0;44000;28248;Эквадор;Ecuador;Америка;Южная Америка;сложные и комплексные;Ecuador;[-1.43709119709,-78.6658493612]
15.01.2018;1.0;64000;41088;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;0.0;1000000;240000;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
15.01.2018;0.0;1000000;210000;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
15.01.2018;1.0;110000;20185;Чили;Chile;Америка;Южная Америка;азотные;Chile;[-52.2129243086,-73.555916175]
15.01.2018;1.0;715000;131202,5;Чили;Chile;Америка;Южная Америка;азотные;Chile;[-52.2129243086,-73.555916175]
15.01.2018;1.0;10000;1835;Коста-Рика;Costa Rica;Америка;Центральная Америка;азотные;Costa Rica;[9.80581668606,-84.2601363294]
15.01.2018;0.0;5865000;1138627,5;Чили;Chile;Америка;Южная Америка;азотные;Chile;[-52.2129243086,-73.555916175]
15.01.2018;1.0;402500;73858,75;Коста-Рика;Costa Rica;Америка;Центральная Америка;азотные;Costa Rica;[9.80581668606,-84.2601363294]
15.01.2018;1.0;250000;45875;Малайзия;Malaysia;Азия;Юго-Восточная Азия;азотные;Malaysia;[5.98010916312,117.072018475]
15.01.2018;0.0;980000;221480;Намибия;Namibia;Африка;Южная часть Африки;азотные;Namibia;[-22.1781660674,17.0973066969]
15.01.2018;1.0;250000;45875;Малайзия;Malaysia;Азия;Юго-Восточная Азия;азотные;Malaysia;[5.98010916312,117.072018475]
15.01.2018;0.0;1143200;253826,18;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
15.01.2018;0.0;791140;181171,06;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
15.01.2018;0.0;808360;158438,56;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;0.0;2980000;512560;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;0.0;20579240;4992677,16;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
15.01.2018;0.0;200000;68670;Финляндия;Finland;Европа;Северная Европа;сложные и комплексные;Finland;[64.1287711419,25.7296255933]
15.01.2018;0.0;100700;31134,11;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
15.01.2018;0.0;296,4;72,66;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
15.01.2018;0.0;536,4;127,87;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
15.01.2018;0.0;497550;105729,38;Польша;Poland;Европа;Восточная Европа;азотные;Poland;[52.208580543,19.3189525919]
15.01.2018;0.0;1072299;308248,2;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;калийные;United Arab Emirates;[23.6632006508,54.0092586]
15.01.2018;0.0;195000;52599,6;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
15.01.2018;0.0;260000;70002,8;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
