date;conteiner;kg;value_usd;country;english;macro_region;region;goods_type;name_en;all_country_borders_points
18.02.2019;0.0;52000;49816;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
18.02.2019;0.0;60000;14453,92;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;6076100;1836501,23;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;9027000;1687752;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;12006000;2965241,88;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;4002000;1011945,72;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;2001000;494206,98;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;1516550;442711,28;Польша;Poland;Европа;Восточная Европа;азотные;Poland;[52.208580543,19.3189525919]
18.02.2019;0.0;1146298;286574,5;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;1040000;312000;Соединенное Королевство;United Kingdom;Европа;Северная Европа;азотные;United Kingdom;[52.6410195692,-0.4754437]
18.02.2019;0.0;4162700;1248810;Соединенное Королевство;United Kingdom;Европа;Северная Европа;азотные;United Kingdom;[52.6410195692,-0.4754437]
18.02.2019;0.0;4105500;607614;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
18.02.2019;0.0;3049560;771111,75;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;207000;101844;Узбекистан;Uzbekistan;Азия;Южная часть Центральной Азии;сложные и комплексные;Uzbekistan;[41.7694206128,63.1208967064]
18.02.2019;0.0;345000;169050;Узбекистан;Uzbekistan;Азия;Южная часть Центральной Азии;сложные и комплексные;Uzbekistan;[41.7694206128,63.1208967064]
18.02.2019;0.0;67000;21775;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;20072;15800;Соединенные Штаты;United States;Америка;Северная Америка;сложные и комплексные;United States;[39.383536885,-98.9051057934]
19.02.2019;0.0;27547108;6722045,29;Бразилия;Brazil;Америка;Южная Америка;калийные;Brazil;[-10.8279176405,-52.8483115037]
18.02.2019;0.0;759000;136620;Азербайджан;Azerbaijan;Азия;Западная Азия;азотные;Azerbaijan;[40.314323219,48.0428025986]
18.02.2019;0.0;1035000;351900;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;18480;20278,72;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
18.02.2019;0.0;20838;7922,78;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
18.02.2019;0.0;7978700;1396272,5;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
18.02.2019;0.0;125000;28671,27;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;15050700;2648923,2;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;27538280;7903486,36;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;203280;30958,21;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;397800;63648;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;45495000;12629412;Соединенные Штаты;United States;Америка;Северная Америка;калийные;United States;[39.383536885,-98.9051057934]
18.02.2019;0.0;638900;109251,9;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
18.02.2019;0.0;576000;120210,28;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
18.02.2019;0.0;244800;70885,72;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
18.02.2019;0.0;64000;18240;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;4120,19;4268;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;1547,37;2118,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;20678;7861,95;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
18.02.2019;0.0;195000;37440;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
18.02.2019;0.0;11708050;2669435,4;Турция;Turkey;Азия;Западная Азия;сложные и комплексные;Turkey;[39.1002805086,34.874882785]
18.02.2019;0.0;204000;80205,92;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;87000;19712,34;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;218500;49527,77;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
18.02.2019;0.0;72685000;19275526,25;Бразилия;Brazil;Америка;Южная Америка;калийные;Brazil;[-10.8279176405,-52.8483115037]
18.02.2019;0.0;4916622;1335010,37;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
18.02.2019;0.0;4002000;988413,96;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;1024000;213707,17;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
18.02.2019;0.0;2953200;537482,4;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
18.02.2019;0.0;20072;20800;Польша;Poland;Европа;Восточная Европа;сложные и комплексные;Poland;[52.208580543,19.3189525919]
18.02.2019;0.0;200720;137628,14;Алжир;Algeria;Африка;Северная Африка;сложные и комплексные;Algeria;[28.2644117708,2.68192736543]
19.02.2019;0.0;200000;40400;Кот д'Ивуар;Cote d'Ivoire;Африка;Западная Африка;азотные;Cote d'Ivoire;[7.52978180663,-5.54689879121]
19.02.2019;0.0;532500;103837,5;Мавритания;Mauritania;Африка;Западная Африка;азотные;Mauritania;[20.2380039848,-10.4533428423]
19.02.2019;0.0;16291300;4149358,1;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
19.02.2019;0.0;1984946;837422,67;Соединенное Королевство;United Kingdom;Европа;Северная Европа;сложные и комплексные;United Kingdom;[52.6410195692,-0.4754437]
19.02.2019;0.0;131100;29921,84;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;69400;17168,17;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
19.02.2019;0.0;7982480;1963690,08;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
19.02.2019;0.0;9517400;1598923,2;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
19.02.2019;0.0;2998750;692711,25;Гана;Ghana;Африка;Западная Африка;азотные;Ghana;[7.83220853376,-1.19086744195]
19.02.2019;0.0;400000;92400;Кот д'Ивуар;Cote d'Ivoire;Африка;Западная Африка;азотные;Cote d'Ivoire;[7.52978180663,-5.54689879121]
19.02.2019;0.0;345000;56925;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
19.02.2019;1.0;22273000;5714350,8;Бразилия;Brazil;Америка;Южная Америка;калийные;Brazil;[-10.8279176405,-52.8483115037]
19.02.2019;0.0;512500;107204,52;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
19.02.2019;0.0;384000;84232,65;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
19.02.2019;0.0;122400;34218,22;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
19.02.2019;0.0;86400;20479,5;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
19.02.2019;0.0;20786;8344,42;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
19.02.2019;1.0;6701600;2031323,34;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
19.02.2019;1.0;86400;27305,1;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
19.02.2019;0.0;8791650;3241740,52;Финляндия;Finland;Европа;Северная Европа;сложные и комплексные;Finland;[64.1287711419,25.7296255933]
19.02.2019;0.0;2700000;652617;Соединенное Королевство;United Kingdom;Европа;Северная Европа;сложные и комплексные;United Kingdom;[52.6410195692,-0.4754437]
19.02.2019;0.0;24000;20244;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
19.02.2019;0.0;24000;21156;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
19.02.2019;0.0;20000;7155,04;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;73400;19057,16;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;213000;49836,22;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;345000;169050;Узбекистан;Uzbekistan;Азия;Южная часть Центральной Азии;сложные и комплексные;Uzbekistan;[41.7694206128,63.1208967064]
19.02.2019;0.0;10500000;3018750;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
19.02.2019;0.0;2128000;588924;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
19.02.2019;0.0;5175,4;1140,91;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
19.02.2019;0.0;467500;91162,5;Мавритания;Mauritania;Африка;Западная Африка;азотные;Mauritania;[20.2380039848,-10.4533428423]
19.02.2019;0.0;552000;187680;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;21023;8011,54;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
19.02.2019;0.0;20978;7994,39;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
19.02.2019;1.0;504000;131055,8;Испания;Spain;Европа;Южная Европа;азотные;Spain;[40.3825385092,-3.52808401833]
19.02.2019;0.0;340000;133676,53;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;136000;53470,61;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;40000;8815,49;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;43700;9973,95;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
19.02.2019;0.0;60000;18000;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
19.02.2019;0.0;198900;31824;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
19.02.2019;0.0;4709900;697065,2;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
19.02.2019;0.0;67000;21775;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;7139504;2710935,31;Германия;Germany;Европа;Западная Европа;сложные и комплексные;Germany;[51.3179225585,10.3679158835]
20.02.2019;0.0;2905600;790323,2;Сербия;Serbia;Европа;Южная Европа;сложные и комплексные;Serbia;[44.2324489699,20.7914869277]
20.02.2019;1.0;370000;85470;Коста-Рика;Costa Rica;Америка;Центральная Америка;азотные;Costa Rica;[9.80581668606,-84.2601363294]
20.02.2019;1.0;65000;15015;Коста-Рика;Costa Rica;Америка;Центральная Америка;азотные;Costa Rica;[9.80581668606,-84.2601363294]
20.02.2019;0.0;896000;304640;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;18480;20314,68;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
20.02.2019;0.0;140660;46417,8;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;139680;46094,4;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;3510500;913642,73;Соединенное Королевство;United Kingdom;Европа;Северная Европа;азотные;United Kingdom;[52.6410195692,-0.4754437]
20.02.2019;0.0;68000;26735,31;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;340000;133676,53;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;2876;2076,66;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;1260;868,46;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;10,5;213,52;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;1440;672,78;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;300;242,94;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;1260;462,68;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;1440;750,21;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;114000;26690,96;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;100000;22808,91;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;110000;25172,88;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;1.0;150;58,28;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;1.0;500;183,45;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;5794050;1566116,05;Финляндия;Finland;Европа;Северная Европа;калийные;Finland;[64.1287711419,25.7296255933]
20.02.2019;0.0;1504900;408008,49;Доминиканская Республика;Dominican Republic;Америка;Карибский бассейн;калийные;Dominican Republic;[19.2936628131,-70.1996012724]
20.02.2019;0.0;2500;660,85;Таджикистан;Tajikistan;Азия;Южная часть Центральной Азии;азотные;Tajikistan;[38.4353032176,69.2884472]
20.02.2019;0.0;960;197,87;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
20.02.2019;0.0;18636320;5213308,53;Бразилия;Brazil;Америка;Южная Америка;калийные;Brazil;[-10.8279176405,-52.8483115037]
20.02.2019;0.0;145950;39449,89;Финляндия;Finland;Европа;Северная Европа;калийные;Finland;[64.1287711419,25.7296255933]
20.02.2019;0.0;296,4;55,73;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;65000;18112,18;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
20.02.2019;0.0;30398609;6049323,19;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
20.02.2019;0.0;8484;47464,2;Болгария;Bulgaria;Европа;Восточная Европа;сложные и комплексные;Bulgaria;[42.7635368007,25.3940530219]
20.02.2019;1.0;100000;23100;Ангола;Angola;Африка;Центральная Африка;азотные;Angola;[-12.3195834883,17.4493337943]
20.02.2019;0.0;69820;23040,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;138000;46920;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;60000;14501,03;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;203250;64023,75;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
20.02.2019;0.0;42000;10341,05;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;84000;20682,09;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;69350;17075,04;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;87400;19961,39;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;9853400;2245491,33;Индонезия;Indonesia;Азия;Юго-Восточная Азия;калийные;Indonesia;[-2.81876721211,118.407966183]
20.02.2019;0.0;265200;42432;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
20.02.2019;0.0;4760700;847404,6;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
20.02.2019;0.0;575000;126062,64;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
20.02.2019;0.0;4753200;703473,6;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
20.02.2019;0.0;244800;70884,32;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
20.02.2019;0.0;65000;18222,68;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
20.02.2019;0.0;6024482;1198871,92;Румыния;Romania;Европа;Восточная Европа;азотные;Romania;[45.810947616,25.0748052568]
20.02.2019;0.0;4200000;1104600;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
20.02.2019;0.0;959350;216832,27;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
20.02.2019;0.0;271200;88140;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
20.02.2019;1.0;415000;95865;Коста-Рика;Costa Rica;Америка;Центральная Америка;азотные;Costa Rica;[9.80581668606,-84.2601363294]
20.02.2019;1.0;55000;12705;Фарерские острова;Faroe Islands;Европа;Северная Европа;азотные;Faroe Islands;[61.9479271345,-6.86894444959]
20.02.2019;0.0;729600;169996,8;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
20.02.2019;0.0;20858;7944,44;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
20.02.2019;0.0;139700;46101;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;421020;138936,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;327750;74855,22;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
20.02.2019;0.0;4968000;1256208,48;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
20.02.2019;0.0;4272900;922903,67;Индонезия;Indonesia;Азия;Юго-Восточная Азия;калийные;Indonesia;[-2.81876721211,118.407966183]
20.02.2019;0.0;384000;80282,3;Эстония;Estonia;Европа;Северная Европа;азотные;Estonia;[58.86386508,24.7963122]
20.02.2019;0.0;244800;68436,32;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
20.02.2019;0.0;195000;54668,04;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
20.02.2019;0.0;67000;21775;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;64000;35712;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
21.02.2019;0.0;339000;109561,39;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
21.02.2019;0.0;414000;140760;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;136000;53470,61;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;268800;106713,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;20000;4783,26;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;2235750;1028445;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
21.02.2019;0.0;1100000;289696,13;Румыния;Romania;Европа;Восточная Европа;калийные;Romania;[45.810947616,25.0748052568]
21.02.2019;0.0;62517;31568,54;Азербайджан;Azerbaijan;Азия;Западная Азия;калийные;Azerbaijan;[40.314323219,48.0428025986]
21.02.2019;0.0;67000;21775;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;21076;15145,7;Германия;Germany;Европа;Западная Европа;сложные и комплексные;Germany;[51.3179225585,10.3679158835]
21.02.2019;0.0;1978200;334315,8;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
21.02.2019;0.0;8425700;2487303;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
21.02.2019;0.0;7224270;1791618,96;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
21.02.2019;0.0;16155140;3990319,58;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
21.02.2019;1.0;3022340;927858,38;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
21.02.2019;1.0;1503780;461660,46;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
21.02.2019;0.0;60000;21592,3;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;50000;11616,11;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;131100;30099,12;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;120000;37200;Грузия;Georgia;Азия;Западная Азия;азотные;Georgia;[42.3683247351,42.65181635]
21.02.2019;0.0;6452745;1811737,21;Доминика;Dominica;Америка;Карибский бассейн;калийные;Dominica;[15.4021048035,-61.3495073466]
21.02.2019;1.0;95973740;20845798,44;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
22.02.2019;0.0;13060000;3287828,39;Ирландия;Ireland;Европа;Северная Европа;сложные и комплексные;Ireland;[53.1813224517,-8.34974637495]
21.02.2019;0.0;64000;37376;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
21.02.2019;0.0;260600;59819,2;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
21.02.2019;0.0;2765300;873834,8;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;551000;187340;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;19837;7581,64;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
21.02.2019;0.0;20747;7929,44;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
21.02.2019;0.0;895616;341312,07;Польша;Poland;Европа;Восточная Европа;сложные и комплексные;Poland;[52.208580543,19.3189525919]
21.02.2019;0.0;272000;106941,22;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;0.0;21850;5016,52;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
21.02.2019;1.0;1010350;308219,5;Мексика;Mexico;Америка;Центральная Америка;калийные;Mexico;[23.9829237511,-102.871893737]
21.02.2019;0.0;198900;31824;Китай;China;Азия;Восточная Азия;калийные;China;[32.3090710392,104.1375955]
21.02.2019;0.0;168000;50736;Нидерланды;Netherlands;Европа;Западная Европа;азотные;Netherlands;[52.3896339561,5.38202225095]
21.02.2019;0.0;2242000;510032,58;Нигерия;Nigeria;Африка;Западная Африка;азотные;Nigeria;[9.50236235748,8.05105864712]
21.02.2019;0.0;3372000;767096,28;Перу;Peru;Америка;Южная Америка;азотные;Peru;[-10.2727258252,-76.154316298]
22.02.2019;0.0;201772;13699,79;Украина;Ukraine;Европа;Восточная Европа;фосфорные;Ukraine;[49.0653791023,31.3445241453]
22.02.2019;0.0;276000;93840;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
22.02.2019;0.0;139660;40501,4;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
22.02.2019;0.0;695100;188455,51;Доминиканская Республика;Dominican Republic;Америка;Карибский бассейн;калийные;Dominican Republic;[19.2936628131,-70.1996012724]
22.02.2019;0.0;138000;67896;Узбекистан;Uzbekistan;Азия;Южная часть Центральной Азии;сложные и комплексные;Uzbekistan;[41.7694206128,63.1208967064]
22.02.2019;0.0;65000;18547,23;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
22.02.2019;0.0;640000;349440;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
